ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
4420,B,Ship,2,3,239,3,high,M,1,5910
1940,F,Ship,3,1,215,2,low,F,47,3678
3073,D,Ship,5,3,254,2,medium,M,4,3297
10811,C,Road,4,3,256,3,medium,M,3,4480
7793,C,Road,3,1,194,3,medium,F,4,5383
3685,D,Road,4,3,258,2,low,F,2,4308
7186,B,Ship,6,1,301,4,low,F,3,1200
3651,A,Ship,3,5,165,3,low,M,3,5409
38,F,Ship,2,4,181,6,medium,F,16,3605
2597,C,Road,3,5,189,3,low,F,61,2203
4478,F,Ship,5,4,226,2,low,M,6,4547
3530,F,Ship,3,5,197,3,low,M,3,5658
1192,B,Ship,4,5,171,3,low,F,21,1683
9225,A,Ship,3,1,178,4,medium,M,9,5727
4144,B,Ship,3,4,122,3,high,F,10,4880
1014,F,Ship,4,1,178,2,high,M,39,1362
9876,F,Flight,5,1,137,5,low,F,8,4584
6372,F,Ship,3,3,249,2,medium,M,9,4034
2330,F,Flight,4,2,192,4,low,F,61,2256
1115,C,Ship,5,2,178,3,medium,M,60,1176
6360,F,Ship,4,5,184,3,medium,F,9,5594
8991,A,Ship,4,2,239,4,low,F,10,5528
7412,F,Flight,4,3,235,5,low,F,4,1839
5590,B,Ship,4,5,257,2,low,M,3,5394
8418,F,Ship,3,1,202,2,medium,M,7,4598
1923,A,Flight,5,5,161,3,medium,F,59,1037
4527,A,Flight,4,1,148,8,medium,M,5,4851
1840,B,Ship,3,2,188,3,medium,M,3,3837
3726,F,Ship,5,1,206,5,medium,M,2,5766
4201,D,Ship,4,2,220,3,low,M,3,5020
7919,C,Ship,5,1,182,2,low,M,6,4121
7799,C,Road,4,4,169,3,medium,M,5,5743
3031,D,Flight,3,4,209,3,high,F,37,3650
5336,F,Road,5,3,215,3,low,F,2,4731
2866,B,Road,5,1,109,2,high,M,23,1479
7330,B,Ship,4,5,135,3,low,M,1,5013
9897,A,Ship,4,5,220,3,medium,F,1,4912
6349,D,Ship,6,5,250,2,low,F,7,4724
5843,C,Ship,4,2,194,3,low,F,10,5171
5542,B,Ship,4,4,260,2,low,M,3,5801
1705,D,Ship,3,3,245,2,medium,F,16,2577
10648,B,Ship,3,3,223,10,low,F,7,4273
5735,C,Road,3,5,275,2,low,F,7,4619
8530,B,Ship,4,5,253,3,low,F,9,4205
2190,F,Flight,5,1,184,3,low,F,19,2625
7788,F,Road,4,4,246,3,medium,M,5,5029
6405,A,Ship,3,1,203,3,medium,F,4,4965
2937,A,Ship,6,4,138,5,medium,F,15,1181
10807,D,Road,5,3,242,5,low,M,3,1276
9555,A,Ship,3,2,204,2,low,F,2,5033
2575,D,Ship,4,1,189,2,medium,F,63,3474
10173,A,Ship,3,2,250,3,medium,M,6,4636
10255,D,Road,3,5,217,3,medium,M,3,5433
7643,C,Ship,5,2,134,4,low,M,5,5090
8570,F,Ship,3,5,191,4,low,M,2,5177
4066,B,Ship,5,4,227,2,medium,M,10,4734
10917,A,Ship,5,1,224,5,low,M,1,1600
10058,F,Ship,4,2,210,2,medium,F,1,5437
7789,D,Road,6,1,188,5,low,M,4,4887
7616,F,Ship,4,4,175,3,low,M,8,5944
2372,F,Ship,4,5,152,3,medium,M,25,1222
5994,F,Ship,3,4,148,3,low,F,8,5267
8470,B,Road,4,5,210,4,low,M,3,5432
9786,F,Ship,5,1,183,3,medium,F,8,4531
5964,F,Ship,6,4,266,4,low,M,5,1639
4056,F,Ship,4,3,164,2,low,F,3,1376
1935,A,Flight,4,4,216,4,medium,M,27,3740
5399,C,Ship,4,3,279,6,medium,M,2,5405
10199,C,Ship,5,5,239,6,low,M,1,1384
9938,F,Ship,7,1,310,4,medium,F,8,1601
7355,C,Ship,3,5,265,4,low,F,8,5087
1242,F,Flight,4,5,227,4,low,F,20,2217
5907,A,Flight,3,5,254,3,low,M,6,4703
471,A,Ship,4,1,140,2,low,M,61,1770
10880,F,Ship,5,3,265,2,low,F,4,4641
316,B,Ship,4,2,138,3,low,F,30,1805
8128,B,Ship,4,5,248,2,medium,M,10,4366
7185,A,Ship,3,2,214,2,medium,M,3,1983
3630,F,Ship,5,2,134,2,low,M,9,5045
9964,B,Ship,7,3,306,4,low,M,2,1790
8275,D,Ship,3,1,138,3,medium,F,2,4766
1866,F,Ship,4,2,259,2,medium,M,54,2244
10022,F,Ship,4,5,268,2,low,M,2,4721
4450,B,Ship,4,3,198,3,medium,F,1,5846
10354,B,Ship,3,2,196,6,low,M,6,5414
7184,F,Ship,6,4,257,4,medium,F,9,1108
8710,B,Ship,3,2,244,2,high,F,9,4142
2033,C,Road,3,4,195,2,medium,F,32,3719
5038,B,Ship,6,2,244,4,medium,F,1,1406
238,B,Ship,2,2,133,3,low,M,5,1268
8445,A,Ship,6,4,281,3,low,F,7,5180
1698,F,Ship,3,2,263,3,high,F,44,3802
8557,D,Ship,6,4,246,4,medium,M,3,1852
7984,B,Ship,6,3,250,2,medium,F,1,4747
8388,F,Ship,4,4,175,5,low,M,10,4498
2914,B,Ship,6,1,250,5,low,F,53,3352
3342,F,Ship,5,4,147,4,medium,M,6,4369
310,B,Ship,5,5,266,3,medium,F,53,3089
8455,D,Ship,2,4,176,3,low,M,1,4509
3940,B,Ship,4,5,139,3,medium,M,5,5126
10038,F,Ship,3,2,222,2,medium,M,1,4021
745,D,Ship,2,4,280,4,low,M,48,1463
4062,F,Ship,3,5,154,2,medium,M,6,4744
7975,D,Ship,4,5,137,3,medium,M,1,4861
2176,B,Road,3,5,230,3,low,F,49,3477
4180,B,Ship,4,1,155,3,low,F,4,5666
7091,C,Ship,2,5,264,3,medium,F,3,4320
8975,C,Ship,5,2,203,2,medium,F,2,4712
5133,A,Ship,4,4,208,5,medium,F,7,5401
10618,B,Ship,3,4,160,3,medium,M,3,5662
10539,A,Road,3,2,213,6,medium,M,9,5418
7060,B,Ship,3,4,238,2,low,M,3,4723
7000,B,Flight,5,3,267,4,medium,F,1,4837
9153,A,Road,7,2,267,4,medium,M,8,1285
8813,C,Ship,3,1,242,8,medium,F,8,5401
6463,D,Ship,4,2,265,2,low,M,2,5649
9453,A,Flight,4,4,275,5,medium,M,7,1562
6538,B,Ship,6,4,279,4,low,F,1,1246
7236,F,Road,3,4,191,3,medium,M,6,4586
10131,A,Road,5,1,151,3,medium,F,1,4981
4082,F,Ship,3,2,229,7,high,M,3,5584
325,D,Ship,5,1,279,4,medium,F,24,3440
4929,A,Flight,2,5,271,3,low,M,4,5775
6116,F,Ship,5,1,193,2,medium,F,1,4450
1406,F,Ship,5,1,190,4,medium,M,24,3446
3713,C,Flight,5,5,105,5,low,F,10,5418
979,D,Ship,3,3,267,2,low,F,52,2949
1594,B,Ship,4,2,173,3,medium,F,63,1220
2090,F,Ship,3,1,265,3,medium,F,61,3010
3873,A,Ship,4,2,201,3,medium,M,7,5967
1679,C,Ship,4,2,190,2,medium,M,37,2563
25,D,Ship,4,5,251,2,medium,F,28,3561
9249,A,Ship,4,2,231,4,medium,M,9,5194
10754,F,Ship,4,5,245,5,low,M,8,1841
2930,F,Ship,6,5,213,6,low,M,7,2709
3269,C,Road,5,4,217,3,medium,F,8,4949
248,F,Road,2,4,160,3,low,F,50,1030
1831,D,Ship,4,5,163,3,low,M,38,1146
6091,D,Ship,4,2,249,3,low,F,6,5051
8698,B,Ship,5,4,252,3,medium,M,2,4162
10324,B,Ship,5,5,177,4,medium,F,2,4873
7245,A,Road,5,1,268,5,medium,M,1,4704
5043,A,Road,6,3,247,4,medium,F,9,1011
10653,A,Ship,3,2,143,4,low,F,3,5845
4849,D,Ship,3,1,175,3,medium,M,1,4872
9748,B,Ship,5,4,164,3,low,M,9,5135
721,D,Ship,5,3,170,3,low,F,12,1018
10370,F,Ship,3,4,189,6,low,F,9,4668
10863,A,Ship,6,4,242,3,medium,M,9,5920
5323,D,Road,3,3,199,3,low,M,7,5258
10151,C,Flight,4,5,228,5,low,M,2,1996
1129,D,Ship,4,4,145,4,low,F,35,1210
2458,B,Road,5,2,137,3,medium,M,47,1023
7363,D,Ship,4,3,203,2,medium,F,7,4185
10311,A,Ship,4,4,163,3,low,M,8,4921
4939,D,Flight,4,4,185,3,high,F,6,4238
5963,C,Ship,5,2,259,5,low,M,8,1678
6801,A,Ship,3,2,158,7,medium,M,10,4244
9130,B,Ship,3,1,225,4,low,F,10,4080
4290,F,Ship,3,3,259,8,high,F,6,5939
751,D,Ship,3,3,143,3,medium,M,23,1281
6024,F,Flight,5,5,238,5,low,M,2,1657
2115,A,Ship,4,1,143,3,medium,F,28,1197
3939,A,Ship,3,5,259,3,low,F,10,5978
9999,A,Flight,5,3,187,3,low,M,2,5967
10678,B,Road,5,2,253,2,medium,F,9,5530
2135,C,Ship,4,1,202,2,low,M,40,2327
8582,F,Ship,4,4,243,5,medium,M,10,4356
2276,F,Ship,3,1,155,3,low,M,49,1203
131,C,Road,3,5,179,2,low,F,17,1364
5757,A,Flight,6,1,266,4,medium,F,2,1862
1520,F,Flight,3,3,172,4,low,F,33,1989
3710,F,Flight,4,1,219,5,medium,M,5,5253
10945,D,Road,5,4,236,5,medium,F,4,1948
4788,F,Road,3,2,144,3,high,F,9,4428
1523,C,Flight,3,1,156,3,medium,F,1,1517
3547,D,Road,4,2,152,3,medium,M,6,5764
1630,B,Road,3,2,150,3,medium,M,29,1354
6930,F,Ship,5,4,257,5,low,M,10,1695
7457,C,Ship,6,4,306,4,low,F,5,1703
2880,F,Flight,4,1,195,2,medium,M,19,2878
2306,F,Road,3,3,155,3,low,M,20,1830
8260,B,Ship,5,1,256,5,low,F,5,1970
6682,B,Ship,4,4,273,2,medium,M,6,5676
4278,F,Ship,4,1,163,2,low,F,3,4099
1883,C,Ship,4,1,201,10,medium,M,37,3402
9373,D,Ship,4,5,271,4,medium,M,9,5057
1092,F,Flight,3,5,154,3,medium,M,46,1312
9794,F,Ship,3,4,226,3,low,F,7,4411
3196,B,Ship,6,4,161,4,medium,M,3,1747
3601,D,Ship,3,4,245,10,medium,M,1,5363
4943,C,Flight,5,2,156,5,low,M,9,5237
839,C,Flight,2,4,168,3,low,F,15,1886
10534,B,Road,3,2,188,3,medium,M,8,5709
6905,C,Ship,6,5,279,4,medium,M,7,1300
8072,F,Road,4,1,241,2,low,M,3,5672
5900,F,Flight,4,5,137,2,low,M,7,4068
10378,B,Ship,4,3,165,2,low,M,2,5210
4185,A,Ship,4,3,153,2,medium,M,1,4366
5809,D,Ship,2,1,197,4,low,M,5,4614
9968,F,Ship,5,4,266,2,medium,M,1,5494
994,B,Ship,4,3,210,3,medium,F,6,2568
494,F,Ship,5,4,226,5,low,M,47,2240
5102,F,Ship,4,3,272,3,low,F,4,5654
5730,F,Road,4,5,175,3,medium,F,5,4194
4784,F,Road,3,1,221,2,low,F,7,5320
10433,C,Ship,3,3,241,3,medium,F,10,5275
6892,B,Ship,5,1,235,5,medium,F,6,1059
104,F,Ship,5,1,144,4,low,M,37,1658
10247,C,Ship,3,1,259,4,low,F,9,4084
2038,B,Road,4,1,280,3,medium,M,2,3366
6240,F,Ship,3,4,175,3,medium,M,10,4771
8901,A,Flight,7,2,284,4,low,F,1,1085
7079,C,Ship,6,3,247,6,medium,M,3,4582
5689,D,Ship,5,1,270,4,medium,F,7,5149
10041,A,Ship,5,2,146,3,low,F,5,4725
7899,A,Ship,3,4,273,2,medium,M,2,4219
5427,A,Ship,4,4,239,3,low,M,4,4756
1266,F,Ship,3,5,283,5,low,F,50,2848
5424,F,Ship,5,3,134,2,low,M,10,5279
4324,B,Ship,3,4,268,2,medium,M,8,1991
8947,D,Ship,4,3,236,3,low,M,1,4752
2199,A,Flight,4,2,150,3,low,F,48,1193
9918,F,Ship,5,5,243,5,medium,M,2,1817
943,D,Road,4,4,235,4,low,M,50,2020
9649,D,Ship,4,3,149,3,medium,F,5,4031
5785,D,Ship,7,2,284,4,low,F,6,1550
4747,D,Ship,3,3,195,7,medium,F,4,4614
8788,B,Ship,3,4,151,3,medium,F,3,4938
3183,A,Ship,3,3,132,3,low,M,6,5721
570,F,Ship,4,5,265,2,medium,F,18,2969
8830,B,Ship,4,4,261,5,medium,F,2,1690
4775,C,Road,5,2,250,2,medium,F,6,5565
5993,C,Ship,4,4,187,3,low,F,8,4893
7221,A,Ship,4,2,273,5,medium,F,8,2000
2981,C,Ship,3,3,200,3,low,M,4,3791
9567,A,Road,4,1,224,2,medium,M,2,4581
8824,B,Ship,6,2,305,4,low,F,9,1567
1870,B,Ship,3,2,166,2,medium,F,45,1741
7273,D,Flight,4,2,283,2,high,F,1,4115
7095,A,Ship,3,2,182,10,low,M,1,4303
7810,B,Flight,3,5,230,3,high,M,4,5189
9020,F,Road,4,1,241,3,low,M,6,5836
10385,C,Ship,3,4,252,2,high,M,9,4278
10670,F,Road,5,2,221,5,low,F,2,1855
5768,F,Flight,5,4,259,5,low,F,2,1627
1288,B,Ship,4,1,191,3,low,M,4,2724
2087,C,Ship,4,4,213,2,low,F,27,2938
7150,B,Ship,5,5,235,5,medium,M,9,1032
5459,C,Road,5,2,205,3,low,F,3,5182
183,A,Ship,3,2,164,10,high,F,28,1940
5142,F,Ship,4,5,240,5,low,M,8,4558
5668,B,Ship,4,5,229,2,medium,F,1,4869
6583,D,Flight,7,2,279,4,medium,F,1,1480
4923,A,Road,3,1,209,2,high,F,1,5779
10284,F,Flight,3,5,177,2,low,F,2,4906
9514,B,Ship,3,3,249,4,low,M,7,5868
7866,F,Ship,3,4,201,2,low,F,8,4394
10306,B,Ship,4,4,154,3,low,M,4,5393
2324,F,Road,3,4,164,3,low,M,5,1408
2711,C,Ship,3,1,181,3,medium,M,29,2981
9889,D,Ship,7,2,255,4,medium,F,10,1372
5804,F,Ship,4,5,143,3,medium,F,8,4142
7603,D,Ship,4,3,147,3,medium,M,1,5454
1069,D,Ship,3,3,255,3,medium,M,23,3764
1782,F,Flight,4,4,146,2,low,M,52,1459
2722,B,Road,4,4,238,3,low,F,13,2042
5688,F,Ship,5,2,111,4,medium,F,7,4424
8433,A,Ship,4,1,188,2,low,M,10,5085
2703,A,Ship,5,3,244,3,low,F,52,3118
9408,F,Ship,7,3,244,4,medium,M,10,1629
5692,B,Ship,4,1,216,2,low,F,5,5059
5082,F,Flight,5,4,240,4,medium,F,2,5215
3095,C,Ship,4,4,243,3,low,F,36,2111
1226,F,Road,3,1,135,2,medium,M,7,1316
9989,C,Road,3,5,148,3,low,M,4,5919
5613,A,Flight,5,1,182,5,high,F,6,5398
696,F,Flight,4,1,179,3,low,M,63,1215
10983,A,Ship,5,1,275,5,low,M,7,1623
10436,F,Ship,3,3,232,5,medium,M,10,5580
9580,B,Road,4,5,176,3,high,F,1,5096
7107,A,Road,5,4,243,5,low,F,5,1118
8185,D,Ship,4,4,188,4,low,F,10,4571
3258,F,Ship,4,2,222,3,high,F,9,5337
3100,B,Ship,3,4,172,3,low,M,32,1943
247,D,Ship,2,3,139,3,low,F,3,1788
5998,B,Ship,5,3,259,5,low,M,2,1730
7512,F,Road,7,5,275,4,low,F,3,1107
9977,C,Road,4,2,142,3,low,M,2,4790
2366,F,Ship,3,3,178,2,medium,M,4,1778
1163,C,Ship,4,2,187,4,medium,M,37,2200
6410,F,Ship,3,2,164,2,medium,F,7,4150
1775,C,Road,3,5,180,2,low,M,33,1444
3610,B,Ship,4,2,195,5,medium,M,9,5178
7146,F,Ship,5,4,243,5,low,F,2,1637
2788,B,Ship,5,4,264,10,medium,F,34,2960
4967,C,Ship,4,1,198,3,medium,F,1,4090
53,C,Ship,4,3,165,3,low,F,44,1320
3653,C,Ship,5,4,185,3,medium,F,1,4925
8849,C,Ship,4,3,263,3,medium,M,3,4677
1144,B,Ship,3,3,224,2,low,F,37,3220
1567,D,Ship,5,1,159,4,low,M,38,1277
3306,F,Ship,5,1,208,2,low,F,8,5218
1095,A,Flight,3,1,185,3,medium,M,3,3051
3082,B,Ship,4,3,134,2,medium,F,29,1010
2461,D,Road,3,3,199,2,low,M,4,3553
5131,D,Ship,4,5,172,2,medium,M,7,4559
564,F,Flight,3,3,229,3,low,M,14,2164
7514,F,Road,6,1,253,4,low,M,10,1962
9492,F,Ship,3,5,156,2,medium,F,8,5848
1137,A,Ship,5,5,198,5,medium,M,36,2803
8239,D,Ship,5,3,145,3,low,M,3,4077
7874,F,Ship,3,1,202,3,medium,F,7,5818
8397,A,Ship,3,3,239,2,medium,F,2,5625
9040,B,Flight,2,1,199,2,low,F,10,5345
3077,C,Ship,3,3,149,2,medium,M,7,1145
3798,F,Ship,4,2,182,3,medium,M,7,4710
9869,C,Flight,2,4,285,3,high,M,6,4427
6558,F,Road,6,2,246,4,medium,F,7,1297
3391,D,Ship,5,4,273,3,medium,M,6,4044
7447,D,Ship,5,2,174,3,medium,F,10,4902
5577,A,Ship,3,1,144,3,low,F,8,5221
6286,B,Road,5,3,244,5,low,F,3,1174
3164,F,Flight,5,2,160,3,high,M,1,5834
1742,F,Ship,3,3,237,3,medium,M,47,3625
10242,F,Ship,4,3,257,3,low,M,8,5944
4237,D,Road,3,4,247,2,medium,F,2,5016
997,D,Ship,4,3,151,4,medium,M,13,1583
6649,D,Ship,3,3,232,4,medium,M,3,5828
6949,D,Ship,3,4,205,5,low,F,4,4483
2222,F,Ship,3,1,164,2,low,M,2,1304
5069,C,Flight,5,2,233,3,high,F,4,4140
5902,B,Flight,3,5,271,3,low,F,9,5328
3091,D,Ship,3,2,145,2,low,F,44,1212
6926,F,Ship,6,4,247,4,medium,M,3,1946
2383,D,Ship,3,5,244,3,low,F,8,3154
4683,A,Ship,4,4,163,3,low,M,3,4185
3515,C,Ship,2,4,189,3,low,M,3,5897
8791,D,Ship,3,3,182,4,low,F,2,4746
2019,A,Ship,5,4,206,4,low,F,3,3755
5603,C,Road,4,2,233,3,low,F,3,5740
6394,B,Ship,5,1,173,2,low,F,4,4242
9111,A,Ship,3,1,153,2,low,M,6,4996
10518,F,Ship,5,5,141,3,low,M,4,4534
3139,D,Road,4,5,225,4,medium,M,5,4622
5093,C,Ship,3,5,217,2,medium,F,6,5182
7858,B,Ship,2,2,287,4,medium,M,10,5972
3556,B,Road,4,1,173,3,low,F,5,5232
8481,A,Road,5,5,176,3,medium,F,8,5335
2738,F,Flight,5,3,177,4,medium,M,60,1159
5564,F,Ship,3,4,242,2,low,F,10,5559
9368,F,Ship,4,2,252,4,low,M,1,4705
8401,D,Ship,5,1,150,4,low,F,1,5098
9183,A,Flight,6,3,266,4,medium,F,8,1547
9393,A,Ship,4,5,157,2,medium,F,1,5054
1140,F,Ship,4,5,171,6,medium,F,27,1840
9859,D,Road,6,3,166,5,medium,F,3,4596
10562,F,Flight,2,4,183,2,low,M,5,5335
7709,C,Ship,4,4,206,4,medium,F,9,1074
4924,B,Road,4,5,203,2,medium,F,8,4450
10603,D,Ship,5,2,176,4,low,M,1,5810
7817,C,Flight,4,3,181,3,low,M,4,4399
10137,A,Flight,3,4,174,3,low,F,3,5366
1085,C,Road,3,4,262,3,low,M,7,2424
8368,B,Flight,4,3,240,3,low,F,8,4423
4677,A,Ship,3,5,216,3,high,F,2,4242
2585,C,Road,2,2,285,2,medium,F,16,2223
1946,F,Ship,4,1,160,2,low,M,28,1276
2179,D,Road,3,5,161,3,medium,F,10,1978
3744,F,Ship,4,2,233,2,low,F,5,4817
3958,B,Road,3,3,250,3,low,F,5,4625
4932,F,Flight,4,3,205,2,medium,M,10,4178
4398,F,Flight,5,2,143,4,low,F,10,5400
4568,F,Ship,4,2,262,4,low,M,2,5311
5004,F,Ship,4,5,254,10,high,M,7,5524
10721,C,Ship,4,3,257,5,medium,F,9,1080
7365,A,Ship,4,1,263,2,low,F,5,4010
10998,F,Ship,5,2,223,6,medium,M,2,1210
6029,C,Flight,6,4,262,4,low,F,10,1068
2368,B,Ship,4,5,185,2,low,F,47,3974
6006,F,Road,6,4,292,4,low,M,3,1826
5706,F,Ship,4,5,164,3,high,M,3,4454
5585,C,Ship,3,3,260,2,low,M,7,5738
7162,B,Ship,6,2,306,4,low,F,6,1123
1998,F,Ship,6,2,172,2,low,M,41,1006
207,A,Ship,2,2,157,3,low,M,1,1477
10806,F,Road,5,5,269,5,medium,F,3,1120
7735,D,Ship,5,4,259,5,low,F,4,1991
7996,B,Ship,4,1,201,8,medium,M,4,4295
6081,A,Ship,3,1,133,3,medium,M,7,4004
4879,D,Ship,2,1,148,2,low,M,10,5939
4295,C,Ship,3,4,253,3,high,F,8,5857
2929,D,Ship,5,3,114,6,medium,F,60,1746
8983,D,Ship,5,5,182,3,medium,F,10,5060
7259,C,Flight,3,5,252,2,low,M,2,4888
2312,F,Road,3,5,191,3,high,F,17,2235
4411,D,Ship,3,5,197,3,medium,F,2,4018
6330,F,Ship,4,3,228,3,medium,F,1,5129
10918,B,Ship,4,1,225,5,low,M,3,1488
10844,F,Ship,4,1,154,2,low,M,1,5578
3034,B,Ship,4,4,260,2,low,M,17,3068
4696,B,Ship,3,1,230,2,low,F,1,4970
4593,A,Ship,4,2,142,2,medium,F,5,4062
10090,B,Ship,5,3,137,4,low,F,9,4754
10048,B,Ship,5,4,239,3,low,F,7,4960
8957,C,Ship,3,5,218,4,low,M,4,5330
400,B,Road,3,1,220,2,high,F,40,3773
9506,F,Ship,5,3,171,3,low,F,7,4946
7853,C,Ship,3,5,150,3,high,M,6,4565
9519,A,Ship,3,3,154,4,high,F,2,4921
4019,C,Ship,3,5,160,3,medium,F,1,5062
9787,D,Ship,4,4,180,3,low,M,3,5031
10439,C,Ship,4,1,189,10,medium,F,2,4505
1659,A,Flight,5,2,240,7,medium,F,47,2174
7323,A,Ship,4,3,178,3,medium,M,6,4576
7192,B,Ship,6,3,284,4,medium,M,4,1652
3729,A,Ship,5,2,181,3,low,M,7,5875
4592,F,Ship,2,1,235,3,medium,F,6,4411
4059,A,Ship,4,2,249,2,medium,F,7,5876
2200,B,Flight,5,5,216,2,high,M,33,3202
7653,A,Road,3,1,164,10,medium,F,6,5603
4752,F,Ship,2,4,167,2,medium,M,1,4344
10313,C,Ship,3,5,236,3,medium,F,1,5220
8227,D,Flight,4,1,245,3,low,F,9,4024
5089,D,Ship,3,2,189,3,medium,M,2,4718
8232,F,Flight,4,2,256,4,low,F,7,5571
635,C,Ship,3,1,141,3,low,M,6,1361
4454,F,Ship,4,4,106,2,low,F,10,5173
1274,F,Ship,4,5,160,3,medium,M,50,1511
3245,C,Ship,3,2,231,4,medium,M,4,5510
8383,D,Ship,4,3,173,4,low,M,9,5672
284,F,Flight,5,4,165,3,low,F,20,1150
7488,F,Ship,5,1,242,5,medium,M,8,1382
2395,D,Ship,4,5,227,3,low,M,65,3984
7459,D,Ship,4,4,228,5,low,M,6,1853
4194,F,Ship,5,2,233,3,low,F,5,5756
4904,F,Ship,4,3,153,3,medium,F,6,5748
3951,A,Road,4,3,270,2,low,M,7,5814
3865,D,Ship,6,2,218,6,medium,M,1,4558
9039,A,Flight,4,1,179,2,medium,F,7,4605
2734,B,Road,4,5,254,3,low,M,29,3885
4858,B,Ship,4,5,152,3,medium,M,5,5191
2435,C,Ship,3,5,181,2,low,M,29,2217
6999,A,Flight,5,5,222,3,medium,M,5,4949
8652,F,Ship,6,2,279,4,medium,F,4,1148
4413,A,Ship,5,4,269,2,medium,F,2,5276
7755,A,Ship,7,5,285,4,low,M,6,1591
2680,B,Ship,3,1,185,2,low,F,41,3787
2351,C,Ship,5,1,170,3,high,M,58,1651
2050,B,Road,4,4,248,3,medium,M,59,2868
4096,B,Road,4,2,239,2,medium,F,9,4360
8950,B,Ship,5,1,241,3,low,M,7,5342
8636,F,Flight,6,2,243,4,low,M,4,1768
3966,F,Road,6,1,247,3,low,M,1,4637
8577,A,Ship,4,1,224,2,low,F,6,4454
1710,F,Ship,3,3,152,2,low,M,32,1665
7680,F,Flight,3,1,159,2,medium,F,3,5691
8432,F,Ship,3,1,250,4,low,F,8,4028
4506,F,Road,4,4,142,10,high,F,7,5425
4745,C,Ship,4,1,205,3,low,F,10,4923
8109,A,Ship,3,3,195,3,low,M,1,4224
9836,F,Ship,4,3,244,3,low,M,9,5339
410,F,Flight,2,5,166,3,medium,M,3,1832
4850,F,Ship,4,5,261,2,low,M,3,4119
4900,B,Ship,5,5,166,2,high,F,2,4562
2876,F,Flight,5,3,202,6,low,F,34,2936
430,B,Ship,5,1,205,2,medium,M,27,3569
7675,D,Flight,5,4,242,5,medium,F,2,1717
5334,F,Road,3,2,158,3,medium,M,4,5335
2647,D,Ship,3,3,124,3,medium,M,59,1959
2719,D,Road,3,1,135,3,low,F,38,1829
2232,F,Ship,4,3,218,3,high,F,57,3311
6590,F,Flight,5,3,218,5,low,F,6,1278
3478,B,Ship,5,2,196,3,low,F,4,4271
55,D,Ship,4,3,203,3,high,M,12,3539
7075,D,Ship,4,4,213,3,low,F,1,4266
10878,F,Ship,4,4,151,2,low,M,8,5724
1068,F,Ship,4,5,162,2,medium,F,57,1715
8870,F,Ship,4,4,261,5,medium,F,2,1829
4855,D,Ship,2,5,284,3,medium,M,6,4575
1088,F,Road,4,2,147,3,medium,M,44,1873
2463,A,Flight,5,2,224,4,medium,M,43,2336
10672,B,Road,3,1,236,4,medium,F,10,1551
7985,C,Ship,4,2,204,8,low,F,1,4038
3614,F,Ship,4,5,274,2,low,F,2,4492
10254,F,Road,3,1,263,3,high,M,10,4911
7640,F,Ship,4,3,248,2,medium,F,10,5211
10689,A,Flight,2,2,237,5,low,M,8,4461
7400,F,Flight,6,5,305,4,low,F,7,1099
4442,F,Ship,6,4,218,6,medium,M,1,4625
1598,F,Ship,2,4,105,2,medium,M,54,1707
7914,F,Ship,4,2,192,2,low,M,9,4140
2031,A,Road,4,5,266,3,medium,M,5,3718
42,F,Ship,5,5,139,4,medium,M,61,1265
5509,D,Ship,6,5,264,4,low,F,4,1822
885,A,Ship,2,2,161,2,medium,F,1,1642
9215,C,Ship,4,2,156,3,low,F,1,5361
6952,B,Ship,5,4,143,3,medium,F,1,5165
5700,F,Ship,3,1,170,2,low,F,2,5662
670,B,Road,3,2,189,3,medium,M,38,2108
5157,A,Ship,5,4,181,5,medium,M,2,5324
6211,D,Ship,4,1,245,3,low,F,5,4523
538,B,Road,4,4,228,3,medium,F,12,3359
697,D,Flight,5,1,149,4,medium,F,20,1110
10537,D,Road,4,3,195,3,low,M,1,4236
7649,C,Road,4,4,262,2,medium,M,1,4357
620,F,Ship,3,5,224,2,low,M,13,3891
3300,F,Flight,4,4,208,3,low,F,10,4919
1647,A,Flight,5,4,111,5,medium,F,42,1587
594,F,Ship,3,2,200,2,medium,F,46,3174
2360,F,Ship,4,1,181,3,medium,M,38,3258
326,F,Ship,3,4,246,3,medium,M,30,3748
674,F,Road,3,2,247,2,medium,M,39,3189
4573,D,Ship,3,2,182,2,low,M,10,4391
3481,D,Ship,4,1,258,3,medium,M,7,4159
7864,B,Ship,4,1,136,3,medium,F,4,5060
1495,D,Road,3,5,192,2,medium,F,5,2339
10845,A,Ship,5,2,150,3,medium,F,7,5980
9357,A,Ship,6,4,287,4,medium,M,7,1141
6130,B,Ship,4,2,266,3,medium,M,7,5121
1230,F,Flight,3,2,119,2,low,M,32,1791
9420,F,Ship,7,3,300,4,medium,F,5,1244
7631,C,Ship,4,2,260,2,low,M,7,5684
8496,F,Flight,4,2,185,3,low,M,8,4322
5765,C,Flight,6,3,257,4,low,F,4,1358
4789,D,Road,3,4,195,7,medium,F,9,5829
3998,F,Ship,3,4,173,2,low,M,5,4402
9510,F,Ship,5,2,149,2,low,F,6,4661
4607,C,Ship,3,1,233,2,high,M,1,5073
3033,A,Ship,3,2,141,4,low,M,9,1909
3447,A,Ship,5,4,237,2,low,M,8,5600
